"Filename",14_08082202.mzData,25_22.mzData,15_2210.mzData,16_11665.mzData,23_16.mzData,24_D8o822B4.mzData,22_13.mzData,32_09082201.mzData,39_07082204.mzData,11_Grupo_control_1.mzData,20_Grupo_control_1.mzData,33_51480.mzData,46_15.mzData,26_Grupo_control_1.mzData,36_Grupo_control_1.mzData,44_Grupo_control_1.mzData,38_21.mzData,41_20.mzData,48_51468.mzData,47_51467.mzData,50_Grupo_control_1.mzData,30_08082205.mzData
run_date,,,,,,,,,,,,,,,,,,,,,,
2762/75.0500mz/11.16min,,,,,593.0,508.0,,840.0,571.0,829.0,,989.0,1459.995849609375,,1301.0,,719.0,,926.0,,1357.0,
3025/75.0500mz/12.59min,,,,,,,,,,,,853.9961547851562,,,,,,,,,,
3293/75.0500mz/13.87min,,,,,,,,,,,,10579.8779296875,,690.0,859.0,900.0,,422.0,,473.0,973.0,
3990/75.0500mz/16.92min,,,,,,,,,,,,525.9992065429688,,,,,,,,,,
4110/75.0500mz/17.27min,,,,,,,,,,1249.0,1643.9942626953125,,,1409.0,,,,1134.0,,,,
4461/75.0500mz/18.00min,,,,,,,,,,563.0,630.0,,,600.0,555.0,788.0,,,,,838.99853515625,437.0
4748/75.0500mz/18.60min,,,,,,,,,,,,,,,479.99945068359375,,,,,620.0,551.0,1184.0
4763/75.0500mz/18.60min,,,,,,,,,,,,,,,480.0,,,,,,550.9983520507812,570.0
4872/75.0500mz/18.81min,,,,,,,,,,2592.0,2710.981689453125,,,2534.0,3059.0,3297.0,,,496.0,,3332.0,3707.0
5061/75.0500mz/19.36min,,,,660.9989624023438,,,,,,,,,,,,437.0,1080.0,443.0,,,465.0,
5498/75.0500mz/20.66min,,,,,,,,,,471.0,501.0,,,418.0,743.0,,,,,,1361.9970703125,793.0
5670/75.0500mz/21.14min,,,,,,,,,,985.0,1075.0,,,938.9984741210938,,,,601.0,,,,610.0
5687/75.0500mz/21.21min,,,,,,,,,,821.0,547.0,,,,796.9990844726562,732.0,,1631.0,,,525.0,
5822/75.0500mz/21.49min,,,,,,,,,,6465.0,6815.0,,,6017.0,6638.9521484375,6896.0,,,,,6664.0,1587.0
6076/75.0500mz/22.05min,,,,,,,,908.0,,1281.0,,,,884.0,1026.0,1232.0,,743.0,,,737.9989624023438,
6343/75.0500mz/22.55min,,,,,,,,,412.0,806.0,800.0,,,799.0,907.9985961914062,895.0,,759.0,,,,505.0
6391/75.0500mz/22.56min,,,,,,,,,412.0,806.0,800.0,,,798.9987182617188,908.0,895.0,,,,,888.0,
6751/75.0500mz/23.71min,,,,,,,,,,,563.0,698.0,,519.0,765.0,,,1021.0,,,916.998779296875,525.0
6754/75.0500mz/23.71min,,,,,,,,,,,563.0,,,519.0,765.0,814.0,,1021.0,,,917.0,525.0
7082/75.0500mz/24.33min,,,,,,,,,,,,687.9984130859375,,,,417.0,,,,,,443.0
7215/75.0500mz/24.76min,,,,,,,,,,1248.0,1506.0,658.0,,1339.0,1728.0,2590.0,,384.0,,,2614.0,6897.0
7288/75.0500mz/25.13min,,,,,,,,,,1154.0,1181.0,,,1107.0,1337.99755859375,2112.0,,363.0,,,1929.0,
7570/75.0500mz/25.49min,,,,,,,,,,,,1333.9979248046875,,,,,,,,,,
8145/75.0500mz/26.53min,,,,,,,,,,444.0,522.0,597.9996948242188,,,520.0,633.0,,681.0,479.0,,646.0,1530.0
8308/75.0500mz/26.94min,,,,,,,,,,1254.0,1221.0,482.0,,1127.9986572265625,,,,,,,2157.991943359375,7775.0
8623/75.0500mz/27.60min,,,,,,,,,,,639.0,,,569.0,788.0,932.0,,,,,606.0,
8706/75.0500mz/27.96min,,,,,,,,,,614.0,647.0,482.0,,605.9996337890625,741.9984130859375,,,,,,854.0,3507.0
8811/75.0500mz/28.22min,,,,,,,,,,,,,,,434.0,,,,,,504.0,1965.0
8835/75.0500mz/28.28min,,,,,,,,,,,,514.9989624023438,,,,,,,,,,
9030/75.0500mz/28.78min,,,,,,,,,,795.0,774.0,639.9989013671875,,,435.0,542.0,,456.0,,,1171.0,5863.0
9267/75.0500mz/29.27min,,,,,,,,,,,,1067.9989013671875,,,781.0,1140.0,,,,,,
9637/75.0500mz/30.16min,,,,,,,,,,3578.0,3715.0,,,3225.0,4360.0,,,,,,7254.984375,29265.0
9816/75.0500mz/30.45min,,,,,,,,,,1308.0,1262.0,,,,,,,446.0,,,2255.99560546875,16010.0
9977/75.0500mz/30.75min,,,,,,,,,,,553.9993286132812,740.0,,,462.0,655.0,,,,,592.0,5100.0
10211/75.0500mz/31.20min,,,,,,,,,,918.0,1082.9970703125,,,934.0,1308.0,1553.0,,,,,2071.0,
10232/75.0500mz/31.32min,,,,,,,,,,,442.0,530.0,,387.0,480.9991149902344,,,,,,623.0,
10314/75.0500mz/31.45min,,,,,,,,,,,,435.0,,,502.0,,,,,,555.9993286132812,
10351/75.0500mz/31.58min,,,,,,,,,,,485.0,1276.997314453125,,,,,,,,,630.9993286132812,2653.0
10463/75.0500mz/31.80min,,,,,,,,,,465.0,,1435.9931640625,,,502.0,548.0,,480.0,,,539.0,2731.0
10480/75.0500mz/31.88min,1340.0,1853.0,1213.0,1278.0,2417.0,2320.0,3312.0,3953.0,2663.0,4027.0,3242.0,2983.970458984375,3474.0,2073.0,3828.0,2465.0,5505.0,3044.0,1435.0,1933.0,2836.0,
10663/75.0500mz/32.03min,,,,,,,,,,424.0,,,,,420.0,530.0,,380.0,,,553.9993286132812,3905.0
10730/75.0500mz/32.16min,,,,,,,,,,,,949.0,,,434.99951171875,499.0,,,,,482.0,2561.0
10816/75.0500mz/32.42min,,,,,,,,,,,,628.0,,,,576.0,,,,,590.0,2539.0
10994/75.0500mz/32.63min,,,,,,,,,,413.0,405.9996643066406,481.0,,416.0,,,,,,531.0,590.0,
11379/75.0500mz/33.78min,,,,,,,,,,,,480.9993591308594,,,,,,,,685.0,,1155.0
11754/75.0500mz/34.63min,,,,,,,,,,,,428.99945068359375,1015.0,,415.0,552.0,,,,591.0,,2187.0
12133/75.0500mz/35.23min,,550.0,,,609.0,,698.0,789.0,693.0,920.0,789.0,729.0,1113.0,714.0,1066.9964599609375,819.0,1287.0,789.0,486.0,739.0,849.0,
12223/75.0500mz/35.23min,,549.9982299804688,,,609.0,,698.0,789.0,693.0,920.0,899.0,729.0,1113.0,714.0,1067.0,819.0,1287.0,789.0,486.0,739.0,1167.0,
12286/75.0500mz/35.23min,,550.0,,,608.9981079101562,,698.0,789.0,693.0,920.0,899.0,729.0,1113.0,714.0,1067.0,,1287.0,789.0,486.0,739.0,1167.0,
12333/75.0500mz/35.25min,,,,,609.0,,,521.0,885.0,920.0,899.0,576.0,1279.0,714.0,,,,560.0,448.0,739.0,1166.9981689453125,
12504/75.0500mz/35.69min,923.0,1401.0,793.0,795.0,1456.0,1385.0,2036.0,2634.0,1673.0,2318.0,2013.0,2087.98583984375,2422.0,1389.0,2421.0,1622.0,2751.0,1594.0,1001.0,1450.0,1904.0,3806.0
12639/75.0500mz/35.69min,923.0,1401.0,793.0,786.0,1456.0,1385.0,2036.0,2634.0,1673.0,2318.0,2012.97314453125,2088.0,2422.0,1389.0,,1622.0,2751.0,1594.0,1001.0,,1904.0,3806.0
12804/75.0500mz/36.00min,,,,,,,,,,,,511.9992370605469,,,,,,464.0,,,420.0,1331.0
12952/75.0500mz/36.48min,,,,,,,,,,,,,1657.997802734375,,,,,1729.0,,499.0,,1206.0
13125/75.0500mz/36.97min,,,,,,,,,,,,1138.9942626953125,,,,,,481.0,,,421.0,853.0
13469/75.0500mz/38.20min,,,,972.9990234375,,,,,,485.0,477.0,1782.0,,702.0,557.0,,,883.0,,,612.0,746.0
13810/75.0500mz/39.19min,,,,,,,,483.0,520.0,539.0,,529.0,668.0,442.0,603.0,665.0,444.0,584.0,822.0,,659.0,941.0
14014/75.0500mz/40.10min,,,,,,,,,,,,,736.998779296875,,,,,,406.0,,,691.0
14474/75.0500mz/41.89min,,,,,,,909.0,662.0,,,,,581.0,,933.9984741210938,632.0,841.0,,522.0,,962.0,898.0
15836/75.0500mz/45.68min,,436.0,,,,,,,,,,574.0,655.0,,,,,634.0,624.0,558.0,,1283.0
16456/75.0500mz/47.24min,,,,,,,,,,438.0,416.0,451.0,461.0,428.0,,566.0,,562.0,,516.0,596.0,696.0
16768/75.0500mz/48.42min,,408.0,426.0,1312.0,583.0,,,664.0,488.0,,597.0,,732.0,566.9990844726562,,872.0,,2128.0,,675.0,877.0,754.0
16805/75.0500mz/48.56min,,410.0,,,457.0,,485.0,479.0,467.0,552.0,,497.0,586.0,500.0,525.0,683.0,514.0,853.0,652.0,602.0,,718.0
17109/75.0500mz/49.07min,,458.0,,466.0,446.0,,474.0,791.0,528.0,543.0,560.0,825.9996948242188,,,591.0,691.0,491.0,729.0,841.0,899.0,812.0,
17318/75.0500mz/49.44min,,487.0,,563.0,498.0,489.0,493.0,,547.0,582.0,539.0,579.0,608.0,561.0,588.0,,,,753.9991455078125,688.0,771.0,745.0
17369/75.0500mz/49.86min,452.0,473.0,,639.0,552.0,,589.0,640.0,587.0,619.0,609.0,590.0,724.0,571.0,614.0,794.0,564.0,773.0,840.0,878.0,851.0,846.0
17669/75.0500mz/51.00min,535.0,575.0,,659.0,620.0,,671.0,671.0,,,790.0,713.0,826.0,705.0,746.0,924.0,,,1096.0,,988.0,945.0
17786/75.0500mz/51.31min,583.0,619.0,630.0,,719.9990844726562,635.0,856.0,683.0,679.0,1382.0,1106.0,776.0,1034.0,1060.0,1031.0,2316.0,756.0,6581.0,1491.0,,1722.0,1107.0
17996/75.0500mz/51.62min,536.0,636.0,576.0,657.0,653.9993896484375,,756.0,690.0,704.0,,796.0,763.0,847.0,695.0,,1078.0,708.0,1357.0,1080.0,,997.0,962.0
18935/75.0500mz/53.90min,553.0,634.0,579.0,650.0,652.0,673.0,734.0,721.0,693.0,1097.0,1100.0,700.0,830.0,1027.0,1241.0,1797.0,739.0,1156.0,1293.0,11302.0,1868.0,879.0
19064/75.0500mz/54.11min,658.0,734.0,,741.0,881.0,712.0,1261.0,755.0,814.0,6124.0,5726.947265625,972.0,,,4359.0,8963.0,875.0,2312.0,7963.0,,12748.0,1867.0
1745/75.0500mz/8.27min,,,,,,,,,,,,,,,626.0,418.0,,,564.0,,495.0,3415.9423828125
2015/75.0501mz/9.35min,1196.0,922.0,1133.0,2315.0,954.0,,1293.0,449.0,1572.0,1035.987548828125,,1773.0,564.0,1188.0,1064.0,1457.0,436.0,793.0,567.0,,1170.0,1076.0
4864/75.0503mz/18.81min,,,,,,,,,,2592.0,2711.0,,,2533.97900390625,3059.0,3297.0,,,496.0,,3332.0,612.0
2030/75.0504mz/9.36min,,922.0,,2314.985107421875,954.0,,1293.0,449.0,1572.0,1036.0,1265.9945068359375,,,1188.0,,1457.0,,494.0,567.0,,,1076.0
521/75.0502mz/4.50min,2349.991455078125,627.0,2968.0,1941.0,1976.0,,2119.0,649.0,2005.0,1561.0,710.0,,532.0,1156.0,1393.0,1064.0,491.0,2247.0,873.0,,1454.0,416.0
681/75.0502mz/5.03min,,535.0,760.0,670.0,860.0,582.0,,709.0,588.0,992.0,775.0,6381.0,775.0,675.0,1055.0,596.0,767.0,,932.0,758.0,1113.0,822.0
388/75.0502mz/4.21min,1821.0,1318.0,2014.0,3140.0,2224.979248046875,,,448.0,1611.0,2526.0,2954.0,,821.0,2678.0,3181.0,3779.0,1226.0,,521.0,,3791.0,1273.0
395/75.0502mz/4.21min,1821.0,1318.0,2014.0,3140.0,2225.0,,,448.0,1611.0,2526.0,2954.0,462.0,820.9965209960938,2678.0,3181.0,3779.0,1226.0,780.0,521.0,,3791.0,1273.0
381/75.0502mz/4.21min,1821.0,1317.9947509765625,2014.0,3140.0,2225.0,,,448.0,1611.0,2526.0,2954.0,,821.0,2678.0,3181.0,3779.0,1226.0,,521.0,,3791.0,1273.0
4073/75.0506mz/17.25min,,,,,,,,,,1249.0,1644.0,1329.9915771484375,,1409.0,,,,479.0,,,5756.0,396.0
9003/75.0505mz/28.77min,,,,,,,,,,795.0,773.997314453125,640.0,,782.0,886.0,1429.0,,,468.0,,1171.0,
5807/75.0508mz/21.39min,,,,,,,,,,638.0,803.9962768554688,,,706.0,801.0,959.0,,,,,892.0,
7801/75.0510mz/26.02min,,,,,,,,,,,,1322.0,,,,382.0,,461.0,,676.0,,651.0
5678/75.0511mz/21.14min,,,,,,,,,,985.0,1074.9974365234375,,,939.0,,,,601.0,,,,610.0
8629/75.0509mz/27.61min,,,,,,,,,,583.0,639.0,716.0,,568.9993286132812,,932.0,,,,,587.0,3186.0
12526/75.0503mz/35.69min,923.0,1401.0,793.0,822.998291015625,1456.0,1385.0,2036.0,2634.0,1673.0,2318.0,2013.0,2088.0,2422.0,1389.0,2421.0,1622.0,2751.0,1594.0,1001.0,1450.0,1904.0,3806.0
16055/75.0508mz/46.22min,,,,,,,465.0,,,440.0,428.0,561.999267578125,,,464.0,,,513.0,534.0,431.0,560.0,
1361/75.0509mz/6.27min,,,,545.99853515625,572.0,,,449.0,681.0,479.0,,679.0,477.0,,,,452.0,,,,,
2944/75.0510mz/12.06min,,,,443.0,,,,,1002.0,758.9922485351562,824.0,,,691.0,818.0,893.0,,,,,815.0,
1993/75.0505mz/9.35min,1196.0,,1133.0,2315.0,954.0,,1293.0,449.0,1572.0,1036.0,,1773.0,563.9990844726562,1188.0,1064.0,1457.0,436.0,793.0,1483.0,,1170.0,1076.0
1564/75.0507mz/6.96min,,519.0,,840.0,564.0,,784.0,,885.9945678710938,682.0,700.0,1119.0,,720.0,,813.0,,,,,,779.0
2042/75.0505mz/9.36min,1196.0,922.0,1133.0,2315.0,954.0,,1293.0,449.0,1572.0,1036.0,1266.0,1773.0,,1187.98974609375,,1457.0,436.0,793.0,567.0,,1170.0,1076.0
17261/75.0615mz/49.12min,,,,,,,,,,,,,,546.0,588.0,,,,,,,
10834/75.0616mz/32.50min,,,,,,,,,,,,546.99951171875,,,,,,,,,,
10372/75.0619mz/31.59min,,,,,,,,,,,484.99908447265625,,,,,,,,,,,
1531/75.0619mz/6.94min,,,,,,,,,,,,,,,714.9973754882812,,,,,,,
420/75.0622mz/4.26min,,,,,,,,,,,,410.9986267089844,,,,,,,,,,
6033/75.0626mz/21.90min,,,,,,,,,,,,,,,,,,,,,624.9986572265625,
374/75.0628mz/4.18min,,,,,,,1849.982666015625,,,,,,,,,,,,,,,
1309/75.0632mz/6.17min,,,,,,,,,,,,589.9989624023438,,,,,,,,,,
3794/75.0644mz/15.91min,,,,,,,,,,,,,,,577.9988403320312,,,,,,,
2810/75.0651mz/11.35min,,,,,,,,,,,,,,,,,,,,393.9947814941406,,
1538/75.0651mz/6.95min,,,,,563.9979858398438,,,,,,,,,,,,,,,,,
7196/75.0658mz/24.65min,,,,,,,,,,,,534.0,,,,,,,,,,
8420/75.0671mz/27.10min,,,,,,,,,,,,,,,,,,,,,454.9989318847656,
11316/75.0688mz/33.56min,,,,,,,,,,,,434.0,,,,,,,,,,
7197/75.0692mz/24.66min,,,,,,,,,,,,,,,403.0,,,,,,,
10474/75.0702mz/31.82min,,,,,,,,,,,447.0,,,,,,,,,,,
6272/75.0815mz/22.48min,,,,,,,,,,,,509.99932861328125,,,,,,,,,,
16416/75.0865mz/47.08min,,,,395.9992980957031,,,,,,,,,,,,,,,,,,
11202/75.0891mz/33.23min,,,,,,,,,,,473.9994201660156,,,,,,,,,,,
14303/75.0994mz/40.92min,126.0,188.0,,226.0,191.0,188.0,,212.0,348.0,297.0,,473.9986572265625,311.0,276.0,289.0,378.0,190.0,,,,394.0,
5254/75.0991mz/20.04min,,,87.0,,,,132.0,234.0,108.0,,432.9996337890625,188.0,,374.0,,,162.0,,,,,471.0
1057/75.1000mz/5.70min,,328.9992980957031,,,322.0,,294.0,175.0,,,,268.0,,,,,289.0,,,201.0,286.0,
2124/75.1000mz/9.57min,,412.0,,,258.0,190.0,,286.0,,,319.0,,376.99908447265625,191.0,,,295.0,,,260.0,,
5116/75.1000mz/19.56min,151.0,,169.0,250.0,,233.0,236.0,316.0,276.0,217.0,201.0,177.0,,,286.0,,,,339.9989929199219,210.0,306.0,
5138/75.1000mz/19.58min,,164.0,,230.0,215.0,233.0,,,,,220.0,334.9993896484375,,234.0,286.0,,,,286.0,,,
5263/75.1000mz/20.09min,111.0,,,162.0,,,126.0,,130.0,,,363.9983825683594,,,,,98.0,,231.0,,306.0,455.0
6030/75.1000mz/21.89min,,,,,116.0,,,126.0,122.0,378.0,328.99932861328125,,158.0,,,,161.0,,,198.0,,
10315/75.1000mz/31.47min,,,102.0,,,,,164.0,130.0,,326.0,,178.0,331.99951171875,,,129.0,,,,,
11030/75.1000mz/32.77min,,,,142.0,170.0,,159.0,158.0,,,,,,,335.0,,140.0,,,,,
11411/75.1000mz/33.83min,,,137.0,162.0,,,169.0,206.0,170.0,404.0,,,234.0,371.99957275390625,,,222.0,,302.0,,,
13299/75.1000mz/37.45min,,180.0,183.0,164.0,132.0,191.0,,182.0,297.0,286.0,,,337.0,,279.0,,148.0,345.0,320.9996643066406,297.0,,
13678/75.1000mz/38.69min,,169.0,175.0,,135.0,129.0,,244.0,,,333.9995422363281,372.0,,,303.0,,,,362.0,,,
14049/75.1000mz/40.20min,,161.0,,194.0,164.0,,172.0,201.0,,,294.0,362.0,311.0,263.0,327.0,334.0,153.0,,294.0,,,
16895/75.1000mz/48.86min,359.0,,,,,404.0,,,,,,,,,,,,,,,,
661/76.0000mz/4.98min,310.0,322.0,76.0,442.0,102.0,,401.0,241.0,657.9935913085938,423.0,510.0,,90.0,458.0,542.0,650.0,,313.0,106.0,202.0,,618.0
981/76.0000mz/5.42min,503.0,310.0,505.0,524.0,,145.0,,238.0,446.99871826171875,,314.0,670.0,222.0,337.0,433.0,367.0,391.0,210.0,764.0,71.0,436.0,276.0
5709/76.0000mz/21.23min,73.0,62.0,94.0,92.0,65.0,,4974.0,79.0,87.0,310.0,359.0,118.0,81.0,369.0,397.9958801269531,356.0,,545.0,86.0,,428.0,108.0
15760/76.0000mz/45.67min,276.0,898.0,214.0,570.0,,2145.0,,15487.0,5381.99267578125,,,1180.0,1230.0,,37790.0,,,871.0,742.0,761.0,,3543.0
8272/76.0001mz/26.87min,90.0,87.0,94.0,124.0,70.0,55.0,89.0,137.0,76.0,154.0,196.0,138.0,98.0,161.0,185.0,202.0,100.0,1929.9747314453125,,81.0,166.0,425.0
5260/76.0002mz/20.05min,,,95.0,105.0,73.0,66.0,,73.0,,108.0,,79.0,65.0,103.0,114.0,105.0,46.0,721.9957885742188,71.0,97.0,122.0,119.0
8808/76.0002mz/28.22min,78.0,54.0,97.0,89.0,79.0,,82.0,50.0,68.0,122.0,119.0,177.0,66.0,,132.0,140.0,66.0,159.0,65.0,342.99786376953125,134.0,
631/76.0002mz/4.96min,497.0,,382.0,87.0,462.0,279.0,52.0,510.0,60.0,423.0,89.0,1052.0,479.0,119.0,542.0,204.0,342.0,313.0,387.9972839355469,334.0,642.0,388.0
3644/76.0135mz/15.44min,,,,,,,,345.995849609375,,,,,,,,,,,,,,
10173/76.0143mz/31.17min,,,,,,,,,,,,565.9966430664062,,,,,,,,,,
12633/76.0151mz/35.71min,,,,353.9979248046875,,,,,,,,,,,,,,,,,,
10988/76.0154mz/32.65min,,,,,,,,,,,,,,606.9937744140625,,,,,,,,
6945/76.0159mz/24.10min,,,,,,,,,,,,,,,616.98876953125,,,,,,,
6492/76.0164mz/22.69min,,,,,,,,,,522.993896484375,,,,,,,,,,,,
9554/76.0178mz/29.91min,,,,,,,,,,,,,,,,,,917.98779296875,,,,
10973/76.0185mz/32.65min,,,,,,,,,,,,,,,,,,,,,629.9950561523438,
4637/76.0189mz/18.33min,,,,,,,,,,,,,,,,,,867.9932861328125,,,,
2292/76.0194mz/9.82min,,,,696.9873046875,,,,,,,,,,,,,,,,,,
7027/76.0199mz/24.13min,,,,,,,,,,,698.9821166992188,,,,,,,,,,,
9706/76.0228mz/30.18min,,,,,,,,,,,1425.9791259765625,,,,,,,,,,,
12623/76.0230mz/35.71min,,,,,,,,,,,,,,,,503.99847412109375,,,,,,
4527/76.0266mz/18.08min,,,,,,,,,,,,,,,,428.9958801269531,,,,,,
12491/76.0280mz/35.69min,,,,,,,,,,,,669.9925537109375,,,,,,,,,,
11003/76.0309mz/32.66min,,,,,,,,,,,562.995849609375,,,,,,,,,,,
15669/76.0323mz/44.97min,,,,,,,,,,,,,,,,,1256.9898681640625,,,,,
2294/76.0337mz/9.82min,,,,,,646.9902954101562,,,,,,,,,,,,,,,,
9661/76.0338mz/30.17min,,,,,,,,,,,,,,1254.9715576171875,,,,,,,,
5224/76.0344mz/19.89min,,,,,,,,,,,,,,,,,,,,,,858.9908447265625
3122/76.0387mz/12.91min,,,,,,,,,,,,,,,,,,,,,,868.9865112304688
3292/76.0389mz/13.86min,,,,,,,,,,,,444.9971923828125,,,,,,,,,,
7530/76.0462mz/25.36min,,,,,,,,,,,,311.0,,,,,,,,,,1170.980712890625
1005/76.0500mz/5.49min,413.0,340.0,382.0,530.0,,,575.0,,464.99859619140625,354.0,396.0,570.0,,361.0,,,373.0,,,,403.0,
6313/76.0500mz/22.55min,,,544.0,3923.0,,,,2374.0,468.9986572265625,,,,,969.0,1068.0,,,,,,1004.0,
1688/76.7103mz/7.85min,,,,,,,,,1433.9873046875,,2859.67333984375,,,1899.6119384765625,,,,,,,,
660/76.9999mz/4.99min,,1342.0,,1903.0,1751.0,295.0,1698.0,,2622.0,,2233.0,1732.0,391.0,1900.0,,2585.97119140625,,,436.0,342.0,,2458.0
51/77.0000mz/3.58min,,260.0,218.0,367.0,335.0,246.0,348.0,262.0,,615.0,330.0,9019.912109375,335.0,604.0,764.0,906.0,270.0,431.0,881.0,,801.0,382.0
94/77.0000mz/3.67min,276.0,,,,679.0,,4114.0,244.0,,,374.0,5231.0,279.0,,358.0,,327.0,511.0,9032.9326171875,226.0,,530.0
6735/77.0000mz/23.64min,316.0,210.0,348.0,527.0,255.0,305.0,633.0,370.0,358.0,593.0,591.0,2390.9716796875,,564.0,658.0,652.0,276.0,1068.0,410.0,538.0,639.0,1327.0
18110/77.0000mz/51.66min,402.0,450.0,463.0,490.0,498.0,479.0,,644.0,551.0,1286.0,1486.0,519.0,738.0,902.0,,1454.0,,964.0,1522.0,14461.80078125,,930.0
9555/77.0001mz/29.92min,364.0,,282.0,,225.0,282.0,,564.0,316.0,2161.0,,,567.0,2943.0,4441.0,,279.0,5701.87158203125,484.0,634.0,8316.0,
622/77.0001mz/4.95min,1950.0,260.0,1676.0,366.0,1866.0,1098.0,262.0,2172.0,270.0,1770.0,370.0,4431.0,2090.0,334.0,2054.0,,1369.0,1292.0,1616.9849853515625,1370.0,2724.0,
5304/77.0001mz/20.21min,401.0,177.0,356.0,422.0,250.0,244.0,,310.0,300.0,4268.0,4262.0,447.0,247.0,3942.0,,4486.0,329.0,30114.0,486.0,3309.921142578125,4462.0,2377.0
14875/77.0006mz/42.75min,1188.0,1014.0,1436.0,,1268.0,1182.0,2034.0,1831.0,1703.0,,,2057.0,1433.0,1754.0,2079.0,2117.98779296875,1254.0,2559.0,2116.0,2120.9755859375,2156.0,3038.0
6716/77.0002mz/23.52min,290.0,190.0,385.0,433.0,265.0,298.0,588.0,433.0,,562.0,591.0,745.0,260.0,559.0,596.0,615.0,281.0,3409.9912109375,,353.0,633.0,1428.0
168/77.0002mz/3.74min,1031.0,806.0,412.0,2354.0,471.0,,553.0,,4319.0,479.0,,482.0,,367.0,1652.0,1846.0,521.0,3347.96923828125,903.0,8172.0,,866.0
7507/77.0003mz/25.33min,351.0,226.0,350.0,,270.0,258.0,,370.0,270.0,12599.0,7449.0,4889.9228515625,,13746.0,18722.0,18409.0,298.0,1050.0,436.0,,19476.0,142409.0
7853/77.0003mz/26.05min,337.0,231.0,300.0,398.0,223.0,217.0,558.0,353.0,319.0,1426.0,1646.0,,383.0,1257.0,1362.0,1871.0,281.0,,,3177.0,1876.0,22654.73046875
657/77.0004mz/4.97min,,1342.0,,1902.9715576171875,1866.0,1098.0,1698.0,,2622.0,1770.0,,,,1900.0,2054.0,2586.0,,1292.0,,342.0,,2458.0
6481/77.0003mz/22.69min,292.0,190.0,,1023.0,,1345.0,18418.0,,,,3713.0,532.0,257.0,3358.0,3652.0,3678.95068359375,279.0,1215.0,430.0,374.0,3721.0,1855.0
659/77.0008mz/4.99min,,1342.0,,1903.0,1142.0,295.0,842.0,,2621.94921875,431.0,2232.96484375,998.0,391.0,1900.0,,2586.0,,1146.0,436.0,342.0,1110.0,
2131/77.0004mz/9.57min,858.0,815.0,790.0,1174.0,734.0,,671.0,510.0,1530.0,1138.0,537.0,1457.0,575.0,1116.0,1201.0,1322.0,569.0,1161.9945068359375,1700.0,417.0,1258.0,1858.0
2102/77.0004mz/9.57min,858.0,561.0,790.0,1174.0,734.0,,671.0,510.0,,1138.0,537.0,1457.0,575.0,,1201.0,1322.0,569.0,1162.0,1699.9818115234375,417.0,1258.0,2140.0
145/77.0004mz/3.71min,4146.0,2703.0,4215.0,3390.0,3879.0,6735.0,788.0,5350.0,5102.0,3996.0,3461.978759765625,,10356.0,2374.0,5356.0,9918.0,7622.0,,1871.0,8172.0,7007.0,3977.0
14876/77.0005mz/42.75min,1188.0,1014.0,1436.0,,1268.0,1182.0,2034.0,1831.0,1703.0,,,2057.0,1433.0,1754.0,2079.0,2118.0,1254.0,2559.0,2115.987548828125,2121.0,2156.0,3038.0
635/77.0005mz/4.96min,1950.0,260.0,1676.0,366.0,1866.0,1098.0,1698.0,2172.0,270.0,1770.0,,4431.0,2090.0,334.0,2054.0,,1369.0,1292.0,1617.0,1370.0,2724.0,2458.0
14804/77.0005mz/42.75min,1188.0,1014.0,1436.0,,1268.0,1182.0,2034.0,1831.0,1703.0,,818.0,2057.0,1432.989990234375,1754.0,2079.0,2118.0,1254.0,2559.0,2116.0,2121.0,2156.0,3038.0
1657/77.0105mz/7.52min,,,,,,,,,646.0,,,,,,,,,,,,,
6426/77.0106mz/22.66min,,,4691.9716796875,,,,,,,,,,,,,,,,,,,
2029/77.0114mz/9.36min,,,,2584.968994140625,,,,,,,,,,,,,,,,,,
7346/77.0117mz/25.16min,,,,,,,,,,,,,,,,4495.93310546875,,,,,,
2630/77.0118mz/10.77min,,,,,,,,,2077.9775390625,,,,,,,,,,,,,
3701/77.0125mz/15.47min,,,,,,,,,,,,,,,,,,,,,2520.978271484375,
2234/77.0127mz/9.60min,,,,,,,,,,,1200.9918212890625,,,,,,,,,,,
2940/77.0131mz/12.06min,,,,,,,,,,,,,,,,2933.96337890625,,,,,,
14880/77.0135mz/42.75min,,,,,,,,1830.973388671875,,,,,,,,,,,,,,
14929/77.0138mz/42.76min,,,,1378.9837646484375,,,,,,,,,,,,,,,,,,
2041/77.0140mz/9.37min,,,,,,,,,,,,,,,,1741.9832763671875,,,,,,
16437/77.0143mz/47.10min,,375.0,,,,,,515.0,,,,,,466.0,,,,,,,,
2602/77.0159mz/10.77min,,,,1782.979736328125,,,,2101.972412109375,,,,,,,,,,,,,,
9509/77.0158mz/29.89min,,,,,,,,,,,,,,5185.88916015625,,,,,,,,
1987/77.0164mz/9.35min,,,,,,,,,,,,,,,,,,,1835.9893798828125,,,
4889/77.0168mz/18.95min,,,,,,,,,,,,2813.95947265625,,,,,,,,,,
14824/77.0170mz/42.74min,,,,,,,,,,,,,,,2078.98779296875,,,,,,,
7490/77.0170mz/25.31min,,,,,,,,,,,,,,,,,,,,1894.982177734375,,
9644/77.0171mz/30.17min,,,,,,,,,,,,,,,4502.966796875,,,,,,,
6060/77.0172mz/22.00min,,,,,,,,,,,,,,,,,1294.99365234375,,,,,
